strain,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet_bias, tnet_random_sample
EPI_ISL_460279,Massachusetts,Illinois,Pennsylvania,Wisconsin,Massachusetts,Wisconsin,Massachusetts,Massachusetts,Massachusetts,Connecticut,Massachusetts,Massachusetts
EPI_ISL_460396,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Virginia,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460289,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460137,Connecticut,Massachusetts,Utah,Utah,Massachusetts,Massachusetts,Massachusetts,Florida,Utah,Massachusetts,Utah,Massachusetts
EPI_ISL_460282,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460419,Washington,Florida,Massachusetts,Washington,Texas,Massachusetts,NewYork,NewYork,NewYork,NewYork,Massachusetts,Massachusetts
EPI_ISL_460386,Massachusetts,Louisiana,Alaska,Idaho,Massachusetts,Utah,Ohio,Virginia,Idaho,Idaho,Idaho,Idaho
EPI_ISL_460153,Connecticut,Connecticut,Connecticut,Massachusetts,Connecticut,Connecticut,Utah,Massachusetts,Connecticut,Connecticut,Utah,Massachusetts
EPI_ISL_460257,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460187,Massachusetts,Massachusetts,Connecticut,NewYork,Massachusetts,Massachusetts,Connecticut,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460403,Florida,Florida,Florida,Florida,California,Florida,Florida,Florida,Florida,Florida,Pennsylvania,Florida
EPI_ISL_460191,Massachusetts,Massachusetts,Oregon,Oregon,Oregon,Massachusetts,NewMexico,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460422,California,Texas,California,Illinois,Texas,Massachusetts,Texas,California,Texas,Texas,Texas,Texas
EPI_ISL_460268,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_460123,Massachusetts,Massachusetts,California,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Utah,Massachusetts,Massachusetts
EPI_ISL_460277,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_467859,Massachusetts,Massachusetts,Virginia,Massachusetts,Massachusetts,Massachusetts,Virginia,Virginia,Virginia,Virginia,Massachusetts,Massachusetts
EPI_ISL_467860,Massachusetts,Massachusetts,Massachusetts,Minnesota,Massachusetts,Maryland,Massachusetts,Massachusetts,Massachusetts,Louisiana,Michigan,Massachusetts
EPI_ISL_467863,Utah,Wisconsin,Oregon,Utah,Utah,Massachusetts,Utah,Massachusetts,Massachusetts,Massachusetts,Utah,Massachusetts
EPI_ISL_491316,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
EPI_ISL_491317,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
EPI_ISL_424915,NorthCarolina,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_424909,NorthCarolina,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts
EPI_ISL_447843,Maryland,Washington,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Virginia,Maryland,Maryland
EPI_ISL_434689,Virginia,Maryland,Maryland,Maryland,Maryland,Maryland,NewYork,Minnesota,Maryland,Maryland,Maryland,Maryland
EPI_ISL_434682,NewYork,Maryland,Maryland,Maryland,Louisiana,Maryland,Michigan,Maryland,NewJersey,Maryland,Maryland,Maryland
EPI_ISL_457790,Idaho,Idaho,Idaho,Idaho,Utah,Texas,Idaho,Maryland,Idaho,Utah,Idaho,Idaho
EPI_ISL_434683,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,California,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_434685,Pennsylvania,Maryland,Michigan,Maryland,Maryland,Maryland,Washington,Minnesota,Michigan,Maryland,Maryland,Maryland
EPI_ISL_438222,Michigan,Florida,Virginia,Florida,Maryland,Maryland,Florida,Florida,Maryland,Louisiana,Virginia,Maryland
EPI_ISL_438224,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Michigan,Michigan,Maryland,Maryland,Maryland
EPI_ISL_457752,Virginia,Maryland,Massachusetts,Maryland,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Maryland,Maryland,Maryland,Maryland
EPI_ISL_434686,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457789,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_438225,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_438226,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_434586,California,Maryland,California,Michigan,California,Maryland,Michigan,Maryland,California,Texas,Michigan,Michigan
EPI_ISL_434587,Maryland,Maryland,Arizona,Maryland,NewJersey,Maryland,Maryland,Arizona,NorthCarolina,Maryland,Arizona,Maryland
EPI_ISL_457754,Massachusetts,Virginia,Maryland,Virginia,Virginia,Maryland,Maryland,Virginia,Virginia,Maryland,Virginia,Maryland
EPI_ISL_434638,Maryland,Maryland,NewYork,Minnesota,Maryland,Maryland,NewYork,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_434640,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,California,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457791,Maryland,Maryland,Michigan,Virginia,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Michigan,Maryland
EPI_ISL_457792,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Minnesota,Maryland,Maryland,Maryland
EPI_ISL_457795,Maryland,NewYork,Michigan,Maryland,NewYork,Maryland,NewYork,Maryland,Michigan,Washington,Maryland,Maryland
EPI_ISL_457798,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457799,NewYork,NewYork,NewYork,Maryland,Maryland,NewYork,NewYork,NewYork,NewYork,Pennsylvania,NewYork,NewYork
EPI_ISL_457800,NewYork,Oregon,NewYork,Maryland,Wisconsin,Massachusetts,Maryland,NewYork,NewYork,NewJersey,Washington,NewYork
EPI_ISL_457803,Georgia,California,Arizona,Utah,Maryland,California,Georgia,Maryland,California,Maryland,Pennsylvania,Maryland
EPI_ISL_457806,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457807,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457808,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_438233,Maryland,Virginia,Michigan,Maryland,Maryland,Maryland,NewMexico,NewMexico,Maryland,Maryland,Maryland,Maryland
EPI_ISL_438234,Texas,Texas,Texas,Texas,Texas,Texas,Texas,Texas,Maryland,Texas,Maryland,Maryland
EPI_ISL_438235,Pennsylvania,Maryland,Texas,Texas,Texas,Maryland,Maryland,Texas,Texas,Minnesota,Texas,Texas
EPI_ISL_438240,Maryland,Maryland,Maryland,Michigan,Maryland,Maryland,Maryland,Virginia,Oregon,Maryland,Maryland,Maryland
EPI_ISL_438246,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457766,California,Virginia,California,Utah,Maryland,California,Utah,Maryland,California,Maryland,Maryland,Maryland
EPI_ISL_457768,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457769,California,Maryland,Maryland,Maryland,Maryland,Maryland,Wisconsin,Maryland,Maryland,Connecticut,Utah,Maryland
EPI_ISL_457811,Maryland,Michigan,Maryland,Minnesota,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457812,Virginia,Virginia,Maryland,Virginia,Virginia,Maryland,Virginia,Virginia,Virginia,Maryland,Virginia,Maryland
EPI_ISL_457813,Maryland,Maryland,Texas,Texas,Texas,Texas,Maryland,Texas,Maryland,Texas,Maryland,Maryland
EPI_ISL_457816,Virginia,Maryland,Virginia,Maryland,Maryland,Maryland,Virginia,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457817,Michigan,Illinois,Michigan,Michigan,Maryland,Michigan,Minnesota,NorthCarolina,Michigan,Maryland,Maryland,Maryland
EPI_ISL_457818,Connecticut,Maryland,Michigan,Pennsylvania,Maryland,Maryland,Maryland,Maryland,Pennsylvania,Maryland,Maryland,Maryland
EPI_ISL_457819,Massachusetts,Virginia,Massachusetts,Maryland,Massachusetts,Massachusetts,Maryland,Massachusetts,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457820,Pennsylvania,Oregon,Maryland,Pennsylvania,Maryland,Maryland,Wisconsin,Pennsylvania,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457821,Virginia,Maryland,Virginia,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457783,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_457787,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,NewYork,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481265,NewYork,Maryland,NewYork,California,Maryland,California,NewYork,NewYork,Maryland,California,NewYork,NewYork
EPI_ISL_481266,Wisconsin,Oregon,Oregon,NewYork,NewYork,Maryland,NewMexico,Wisconsin,Maryland,Oregon,Wisconsin,Wisconsin
EPI_ISL_486912,Connecticut,Maryland,Virginia,Maryland,Maryland,Connecticut,Virginia,Idaho,NewYork,Louisiana,Maryland,Maryland
EPI_ISL_481267,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Oregon,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481268,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_486913,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481270,Pennsylvania,California,NewYork,Michigan,NewJersey,Maryland,Maryland,Utah,Pennsylvania,Oregon,Maryland,Maryland
EPI_ISL_486914,Michigan,Michigan,Connecticut,Virginia,Maryland,NewYork,Connecticut,Utah,NewYork,Maryland,Connecticut,Maryland
EPI_ISL_481271,Maryland,Maryland,Maryland,Maryland,Maryland,NorthCarolina,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481272,Maryland,Florida,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481273,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481274,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_486915,Maryland,Massachusetts,Maryland,Maryland,Maryland,Virginia,Maryland,Maryland,Maryland,Virginia,Maryland,Maryland
EPI_ISL_481275,Louisiana,Texas,Louisiana,Louisiana,Louisiana,California,Louisiana,Louisiana,Louisiana,Louisiana,Florida,Louisiana
EPI_ISL_481276,Florida,Florida,Florida,Maryland,Florida,Florida,Illinois,Florida,Illinois,Florida,SouthCarolina,Maryland
EPI_ISL_481277,Pennsylvania,Michigan,Michigan,Maryland,NorthCarolina,Maryland,NewYork,Minnesota,Maryland,NorthCarolina,Maryland,Maryland
EPI_ISL_481278,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481279,Maryland,Maryland,Michigan,Michigan,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481280,Maryland,Maryland,Maryland,Virginia,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_481281,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_486916,Virginia,Maryland,Virginia,Maryland,Maryland,Massachusetts,Maryland,Virginia,Maryland,Maryland,Maryland,Maryland
EPI_ISL_486917,Pennsylvania,Virginia,Maryland,Minnesota,Maryland,Maryland,NewYork,California,Michigan,Maryland,Michigan,Maryland
EPI_ISL_481282,Virginia,Maryland,Oregon,Maryland,Maryland,Maryland,Virginia,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_467867,Michigan,NewYork,Michigan,Maryland,Maryland,Maryland,Maryland,Michigan,California,Maryland,Maryland,Maryland
EPI_ISL_454431,Maryland,Maryland,Texas,Texas,Texas,Texas,Maryland,Texas,Maryland,Texas,Maryland,Maryland
EPI_ISL_454435,Maryland,Minnesota,NewYork,Minnesota,NewYork,Maryland,NewYork,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_424869,Pennsylvania,Oregon,Oregon,Oregon,Oregon,Maryland,NewMexico,Maryland,Pennsylvania,Maryland,Maryland,Maryland
EPI_ISL_426425,California,California,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,California,Oregon,Maryland
EPI_ISL_491907,Maryland,Maryland,NewYork,Washington,Louisiana,Michigan,Maryland,Maryland,Maryland,Maryland,NewYork,Maryland
EPI_ISL_491909,Maryland,Maryland,Maryland,Florida,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland
EPI_ISL_424985,California,California,California,California,California,California,Utah,Michigan,Minnesota,Maryland,Washington,Michigan
EPI_ISL_424990,Washington,Minnesota,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Washington,Connecticut,Connecticut
EPI_ISL_424984,Michigan,Michigan,Michigan,Michigan,Washington,Michigan,Maryland,NewYork,NewYork,Utah,Connecticut,Connecticut
EPI_ISL_436884,Michigan,Michigan,Michigan,Michigan,Wyoming,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_436822,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_436812,Michigan,Michigan,Michigan,Maryland,Pennsylvania,Michigan,Maryland,Michigan,NewJersey,Michigan,Michigan,Michigan
EPI_ISL_436853,California,California,California,Utah,California,California,California,Utah,NewYork,Michigan,Pennsylvania,Wisconsin
EPI_ISL_436856,Michigan,California,California,California,California,California,California,California,California,California,California,Michigan
EPI_ISL_436842,Pennsylvania,Michigan,Michigan,California,Louisiana,Michigan,Maryland,Texas,Michigan,Michigan,Michigan,Michigan
EPI_ISL_436803,California,Minnesota,Minnesota,Minnesota,Michigan,Minnesota,Minnesota,Minnesota,Washington,Minnesota,Michigan,Michigan
EPI_ISL_447168,Michigan,Michigan,Michigan,Michigan,Louisiana,Michigan,Michigan,Michigan,Michigan,Minnesota,Michigan,Michigan
EPI_ISL_447193,California,Michigan,Michigan,Michigan,California,Maryland,Michigan,Michigan,Michigan,NewYork,Michigan,Michigan
EPI_ISL_447196,Michigan,Michigan,Michigan,Michigan,NorthCarolina,NewMexico,Connecticut,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_447212,SouthCarolina,SouthCarolina,SouthCarolina,SouthCarolina,SouthCarolina,SouthCarolina,Georgia,SouthCarolina,SouthCarolina,SouthCarolina,SouthCarolina,SouthCarolina
EPI_ISL_447228,NewYork,Florida,Michigan,NewYork,Florida,NewYork,NewYork,NewYork,NewYork,Florida,Florida,Florida
EPI_ISL_447093,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Illinois,Michigan,Michigan
EPI_ISL_447105,Michigan,Michigan,Michigan,Michigan,Texas,Virginia,NewYork,Michigan,NewYork,Michigan,Michigan,Michigan
EPI_ISL_447107,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,California,Michigan,Michigan
EPI_ISL_447115,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Louisiana,Michigan,Michigan,Michigan,Michigan
EPI_ISL_452272,Michigan,Michigan,Michigan,Michigan,Michigan,Connecticut,Michigan,Michigan,Michigan,Connecticut,Michigan,Michigan
EPI_ISL_452284,Michigan,Michigan,Connecticut,Michigan,Michigan,Minnesota,NewYork,Louisiana,Connecticut,Louisiana,Michigan,Michigan
EPI_ISL_452305,Idaho,Idaho,Michigan,Michigan,Idaho,Idaho,Utah,Michigan,Idaho,Idaho,Idaho,Idaho
EPI_ISL_452322,Michigan,Connecticut,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Minnesota,Michigan,Michigan
EPI_ISL_459998,Pennsylvania,Florida,Oregon,Minnesota,Louisiana,Maryland,Virginia,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_460018,Pennsylvania,NewYork,Michigan,Minnesota,Michigan,NewYork,NewYork,Texas,Michigan,Louisiana,Michigan,Michigan
EPI_ISL_460026,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Connecticut,Michigan,Michigan,Michigan,Michigan
EPI_ISL_460034,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_460573,Michigan,Michigan,Michigan,Michigan,Michigan,Virginia,Michigan,Michigan,Utah,Connecticut,Michigan,Michigan
EPI_ISL_460582,Michigan,Michigan,Utah,Texas,Utah,Michigan,Texas,Michigan,Utah,Michigan,Michigan,Michigan
EPI_ISL_460583,NewYork,Michigan,Michigan,Michigan,NewYork,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_462686,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_462691,Florida,NewYork,NewYork,Louisiana,Louisiana,NewYork,Michigan,Michigan,Virginia,Texas,Michigan,Michigan
EPI_ISL_462694,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_462731,Illinois,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Louisiana,Michigan,Michigan
EPI_ISL_471685,Michigan,Michigan,Michigan,Michigan,Michigan,Maryland,Michigan,Michigan,NewYork,Michigan,Michigan,Michigan
EPI_ISL_471695,Utah,Connecticut,Illinois,Utah,Michigan,Michigan,Michigan,Texas,Utah,Michigan,Michigan,Michigan
EPI_ISL_471712,Texas,Maryland,Michigan,Michigan,Texas,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471713,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Florida,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471714,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Connecticut,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471717,California,Michigan,California,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471739,Maryland,NewYork,Michigan,Michigan,Michigan,Michigan,NewYork,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471740,Michigan,California,Michigan,California,California,California,Michigan,California,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471789,Michigan,Michigan,Connecticut,Michigan,Connecticut,California,Michigan,Utah,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471820,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471821,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471823,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471826,NewYork,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471838,Michigan,Michigan,Michigan,Michigan,Michigan,Florida,NewYork,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471839,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Pennsylvania,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471842,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,NewYork,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471852,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471853,Michigan,Michigan,Michigan,Michigan,Michigan,Maryland,NewYork,Michigan,Michigan,Louisiana,Michigan,Michigan
EPI_ISL_471856,Michigan,Michigan,Michigan,Michigan,Connecticut,Virginia,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471857,Michigan,Utah,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Illinois,Michigan,Michigan,Michigan
EPI_ISL_471873,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471878,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471880,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471881,Michigan,Michigan,Michigan,Michigan,NewYork,Michigan,California,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471887,Michigan,California,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Illinois,Michigan,Michigan,Michigan
EPI_ISL_471890,Michigan,Michigan,Virginia,Michigan,Michigan,Wyoming,Michigan,Minnesota,Michigan,Connecticut,Michigan,Michigan
EPI_ISL_471899,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
EPI_ISL_471900,California,California,California,California,California,California,Utah,California,California,California,Utah,Michigan
EPI_ISL_471903,Maryland,Maryland,Maryland,Michigan,Maryland,Maryland,Michigan,Florida,Minnesota,Michigan,Michigan,Michigan
EPI_ISL_471905,Michigan,Michigan,California,Michigan,NewYork,Michigan,Michigan,Michigan,Utah,Michigan,Michigan,Michigan
EPI_ISL_471906,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan
