edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Idaho->NewJersey,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Alaska->Ohio,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Alaska->NewJersey,0.00,0.00,0.10,0.10,0.00,0.00,0.00
NorthCarolina->Idaho,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Wisconsin->Arizona,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewJersey->Georgia,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Maryland->Missouri,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Nebraska->Alaska,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Nebraska->NewYork,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Nebraska->California,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Nebraska->Oregon,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Illinois->Wyoming,0.09,0.00,0.10,0.00,0.00,0.00,0.00
SouthCarolina->Texas,0.00,0.00,0.00,0.09,0.00,0.00,0.00
Minnesota->Ohio,0.00,0.00,0.10,0.07,0.00,0.00,0.00
Wisconsin->Missouri,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Wisconsin->Oregon,0.00,0.00,0.01,0.10,0.00,0.00,0.00
Wisconsin->Ohio,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Pennsylvania->Missouri,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alaska->Arizona,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Wyoming->Massachusetts,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Wyoming->SouthCarolina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Alaska->Oregon,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewJersey->Illinois,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewJersey->Maryland,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Alaska->Wyoming,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Nebraska->Massachusetts,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Texas->NewJersey,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Nebraska->Utah,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Georgia->Washington,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Louisiana->Nebraska,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Ohio->NewYork,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Wyoming->Wisconsin,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Georgia->Wisconsin,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Arizona->SouthCarolina,0.00,0.00,0.09,0.00,0.00,0.00,0.00
Arizona->Wyoming,0.00,0.00,0.09,0.00,0.00,0.00,0.00
